0,1
16509,"['에이핑크 - Secret Garden : easy', ""NU'EST - Love Paint : hard"", '샤이니 - Wowowow : easy', '샤이니 - One : hard', ""박효신 - It's You : hard"", '여자친구 - 시간을 달려서 : norm', '인피니트 - Follow Me : hard', ""비스트 - I'm sorry : easy"", 'K.Will - 눈물이 뚝뚝 : easy', '잔나비 - Goodnight (Intro) : hard']"
16510,"['잔나비 - Goodnight (Intro) : hard', '샤이니 - One : hard', 'IU - 미운 오리 : easy', '양파&다비치&HANNA -  사랑이 다 그런거래요 : hard', '샤이니 - Wowowow : easy', '바람이 분다OST - 비밀의 방 : hard', 'f(x) - All Mine : hard', '곽연진 - 재회의 테마 : norm', '여자친구 - 시간을 달려서 : norm', 'EXO - Heart Attack : easy']"
16511,"['레드벨벳 - Ice Cream Cake : hard', '비투비 블루 - 내 곁에 서 있어줘 : hard', '여자친구 - 시간을 달려서 : norm', ""비스트 - I'm sorry : easy"", '에이핑크 - Secret Garden : easy', '엠버 - Borders : easy', '샤이니 - One : hard', '김장훈 - 어머니는 내 마음을 아세요 : hard', '샤이니 - Wowowow : easy', '잔나비 - Goodnight (Intro) : hard']"
16512,"['EXO - Monster : hard', '슈퍼주니어 - Shirt : easy', '잔나비 - Goodnight (Intro) : hard', '연애말고 결혼 OST - Love Knots : hard', 'f(x) - All Mine : hard', '샤이니 - One : hard', '샤이니 - Wowowow : easy', ""비스트 - I'm sorry : easy"", '에이핑크 - Secret Garden : easy', '여자친구 - 시간을 달려서 : norm']"
16513,"['아이유 - 스물셋 : hard', '여자친구 - 시간을 달려서 : norm', '박세영 - 블루로드 : norm', '안녕하신가영 - 순간의 순간 : easy', ""G.NA - Don't Cry : easy"", '비투비 - Anymore : easy', '일레븐 - Pray For Korea : norm', '레드벨벳 - Automatic : easy', '에일리 - 그대도 같은가요 : hard', '최정우 - 어디선가 나의 노랠듣고 있을 너에게 : hard']"
16514,"['에이핑크 - Secret Garden : easy', '여자친구 - 시간을 달려서 : norm', ""박효신 - It's You : hard"", '현아 -Red : hard', '이지수 - 너야 : easy', 'DICKPUNKS - 지금을 잃고 싶지 않아 : hard', 'Flower - 사랑은 알아도... : easy', '디아 - 날 위한 이별 : hard', ""바람이 분다OST - It's Over : hard"", '인피니트 - Follow Me : hard']"
16515,"['비투비 - 두 번째 고백 : easy', '에일리 - 노래가 늘었어 : easy', '제이민 - Song On My Guitar : hard', '앤츠 - 예쁜 너니까 : easy', '블루베어스 & 택연 - 오늘 같은 밤 : hard', '레인보우 유아동요 - 숲 속의 음악가 : easy', '혁오 - Hooka : easy', '투하트 - Tell Me Why : easy', '인피니트 - Because : norm', '여자친구 - 시간을 달려서 : norm']"
16516,"['여자친구 - 시간을 달려서 : norm', '최준영 - 얼음심장 : hard', '4MINUTE - 팜므파탈 : norm', '지훈 - 너만 생각나 : hard', 'N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난 : hard', ""박효신 - It's You : hard"", '지나유 - 처음사랑 : hard', '윤지훈 - 너밖에 몰라 : hard', '디아 - 날 위한 이별 : hard', '인피니트 - 내꺼하자 : hard']"
16517,"['f(x) - Lollipop : hard', '동방신기 - Humanoids : norm', '요조 - 바나나파티 : hard', '천둥 - Good : norm', ""박효신 - It's You : hard"", '이지수 - 너야 : easy', 'MBLAQ - 유령(같이 사랑했잖아) : easy', '인피니트 - Follow Me : hard', 'Flower - 사랑은 알아도... : easy', '여자친구 - 시간을 달려서 : norm']"
16518,"['여자친구 - 시간을 달려서 : norm', '인피니트 - Follow Me : hard', '샤이니 - Wowowow : easy', '샤이니 - One : hard', '잔나비 - Goodnight (Intro) : hard', '엠버 - Borders : easy', '형돈이와 대준이 - 안좋을때 들으면 더 안좋은 노래 : easy', '양파&다비치&HANNA -  사랑이 다 그런거래요 : hard', '슈퍼주니어 - A-Oh! : hard', '애프터스쿨 - 너 때문에 : hard']"
16519,"['여자친구 - 시간을 달려서 : norm', '보아 - One Dream : easy', '인피니트 - 내꺼하자 : hard', '다방 - Wanna Buy Love (여자친구 사주세요) (사랑을 살 수 있다면) : hard', '비스트 - Let It Snow : norm', '김나영 - 어땠을까 : hard', '장기하와 얼굴들 - 그러게 왜 그랬어 : hard', '이오공감 - 한 사람을 위한 마음 : norm', '아이유 - 마쉬멜로우 : hard', '엠씨더맥스 - 어디에도 : hard']"
16520,"['시스타 - One More Day : hard', '샤이니 - 산소 같은 너 : easy', '엠버 - Borders : easy', '연애말고 결혼 OST - Love Knots : hard', '샤이니 - One : hard', '샤이니 - Wowowow : easy', '여자친구 - 시간을 달려서 : norm', '양파&다비치&HANNA -  사랑이 다 그런거래요 : hard', 'K.Will - 눈물이 뚝뚝 : easy', ""비스트 - I'm sorry : easy""]"
16521,"['여자친구 - 시간을 달려서 : norm', '가인 - 피어나 : hard', '정동하 - Mystery (주군의 태양 OST) : hard', '이지수 - 너야 : easy', ""박효신 - It's You : hard"", 'Flower - 사랑은 알아도... : easy', '천둥 - Good : norm', '인피니트 - Follow Me : hard', 'DICKPUNKS - 지금을 잃고 싶지 않아 : hard', '디아 - 날 위한 이별 : hard']"
16522,"['비투비 블루 - 내 곁에 서 있어줘 : hard', '엠버 - Borders : easy', '샤이니 - One : hard', '연애말고 결혼 OST - Love Knots : hard', '여자친구 - 시간을 달려서 : norm', ""비스트 - I'm sorry : easy"", 'f(x) - All Mine : hard', '에이핑크 - Secret Garden : easy', '샤이니 - Wowowow : easy', '박효신 - 야생화 : hard']"
16523,"['N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난 : hard', '여자친구 - 시간을 달려서 : norm', 'Flower - 사랑은 알아도... : easy', ""박효신 - It's You : hard"", '인피니트 - Follow Me : hard', '정동하 - Mystery (주군의 태양 OST) : hard', '잔나비 - Goodnight (Intro) : hard', 'DICKPUNKS - 지금을 잃고 싶지 않아 : hard', '4MINUTE - 팜므파탈 : norm', 'NCT 127 - Switch : norm']"
16524,"['이지수 - 너야 : easy', '비투비 블루 - 내 곁에 서 있어줘 : hard', 'VIXX - Love Me Do : hard', 'B1A4 - 몇 번을 : hard', '샤이니 - Hold You : easy', '여자친구 - 시간을 달려서 : norm', '잔나비 - Goodnight (Intro) : hard', '안현정 - 그대와 나 : hard', '인피니트 - Follow Me : hard', '빅스 - 사슬 : easy']"
16525,"['에이핑크 - Secret Garden : easy', '보아 - Only One (Instrumental) : easy', ""비스트 - I'm sorry : easy"", '연애말고 결혼 OST - Love Knots : hard', '샤이니 - One : hard', 'f(x) - All Mine : hard', '샤이니 - Wowowow : easy', '잔나비 - Goodnight (Intro) : hard', '여자친구 - 시간을 달려서 : norm', '엠버 - Borders : easy']"
16526,"['2NE1 - Goodbye : hard', '이지수 - 너야 : easy', '블루베어스 & 택연 - 오늘 같은 밤 : hard', '규현 - Eternal Sunshine : hard', '여자친구 - 시간을 달려서 : norm', '길구봉구 - 달아 : norm', '주헌, 형원, I.M - 인터스텔라 (Interstellar) : hard', '타코 & 제이형 - 어떡하죠 : norm', '아이유 - 싫은 날 : hard', '백지영 - 사랑아 또 사랑아 : easy']"
16527,"['여자친구 - 시간을 달려서 : norm', '휘성 - Night and Day : easy', '에이핑크 - Secret Garden : easy', '연애말고 결혼 OST - Love Knots : hard', '동방신기 - Humanoids : norm', '잔나비 - Goodnight (Intro) : hard', '양파&다비치&HANNA -  사랑이 다 그런거래요 : hard', 'MBLAQ - 유령(같이 사랑했잖아) : easy', '김장훈 - 어머니는 내 마음을 아세요 : hard', '내 여자친구를 소개합니다 OST - 명우의 수난 : norm']"
16528,"['규현 - 우리가 사랑한 시간 : hard', ""NU'EST - Love Paint : hard"", 'EXO - Heart Attack : easy', '박재범 - When : easy', 'GOD - 길 : hard', 'IU - 미운 오리 : easy', '레드벨벳 - Light Me Up : norm', '비투비 블루 - 내 곁에 서 있어줘 : hard', '데미온 - Street of Dawn : norm', '잔나비 - Goodnight (Intro) : hard']"
16529,"['에이핑크 - Secret Garden : easy', '잔나비 - Goodnight (Intro) : hard', 'N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난 : hard', '4MINUTE - 팜므파탈 : norm', '인피니트 - Follow Me : hard', '김장훈 - 어머니는 내 마음을 아세요 : hard', 'Flower - 사랑은 알아도... : easy', ""NU'EST - Love Paint : hard"", ""박효신 - It's You : hard"", '레드벨벳 - Ice Cream Cake : hard']"
16530,"['지나유 - 처음사랑 : hard', '지훈 - 너만 생각나 : hard', '윤지훈 - 너밖에 몰라 : hard', '최준영 - 얼음심장 : hard', '가인 - Fxxk U : hard', '디아 - 날 위한 이별 : hard', ""NU'EST - Love Paint : hard"", '4MINUTE - 팜므파탈 : norm', 'EXO - Monster : hard', 'N(엔) (VIXX) X 여은 (MelodyDay) - 니가 없는 난 : hard']"
16531,"['린 - 이별주 : hard', ""NU'EST - Love Paint : hard"", '아이유 - 스물셋 : hard', 'EXO - Baby : easy', '크래용팝 - 1, 2, 3, 4 : hard', '비투비 - Anymore : easy', '샤이니 - Last Christmas : norm', '방탄소년단 - 고엽 : easy', '더 콰이엇 - 진흙 속에서 피는 꽃 : easy', '가비엔제이 - 연애소설 : norm']"
16532,"[""NU'EST - Love Paint : hard"", '잠비나이 - Connection : hard', '현아 -Red : hard', '4MINUTE - 팜므파탈 : norm', '정동하 - Mystery (주군의 태양 OST) : hard', '슈퍼주니어 - SUPERMAN : hard', 'Flower - 사랑은 알아도... : easy', '이지수 - 너야 : easy', ""박효신 - It's You : hard"", '디아 - 날 위한 이별 : hard']"
16533,"[""NU'EST - Love Paint : hard"", '4MINUTE - 팜므파탈 : norm', '에이핑크 - Secret Garden : easy', '잔나비 - Goodnight (Intro) : hard', 'DICKPUNKS - 지금을 잃고 싶지 않아 : hard', 'Flower - 사랑은 알아도... : easy', ""박효신 - It's You : hard"", '에일리 - 노래가 늘었어 : easy', '이지수 - 너야 : easy', '인피니트 - Follow Me : hard']"
16534,"['Flower - 사랑은 알아도... : easy', ""박효신 - It's You : hard"", '더 콰이엇 - 진흙 속에서 피는 꽃 : easy', ""비스트 - I'm sorry : easy"", '연애말고 결혼 OST - Love Knots : hard', '4MINUTE - 팜므파탈 : norm', '디아 - 날 위한 이별 : hard', '인피니트 - 내꺼하자 : hard', ""NU'EST - Love Paint : hard"", '동방신기 - Humanoids : norm']"
16535,"['f(x) - Lollipop : hard', ""NU'EST - Love Paint : hard"", '이지수 - 너야 : easy', ""박효신 - It's You : hard"", '오빠친구동생 - 소보루빵 : hard', '지코 - 날 : easy', 'Flower - 사랑은 알아도... : easy', '디아 - 날 위한 이별 : hard', '우주소녀 - Catch Me : hard', '모던다락방 - All I Want Is 바라만봐도 : norm']"
